Planet Name,Host Name,Number of Stars in System,Number of Planets in System,Discovery Method,Discovery Year,Controversial Flag,Orbital Period,Semi-Major Axis,Planet Earth Radius,Planet Jupiter Radius,Planet Earth Mass,Planet Jupiter Mass,Insolation Flux,Equilibrium Temperature,Stellar Effective Temperature,Stellar Radius,Stellar Mass,Distance
HD 39855 b,HD 39855,1,1,Radial Velocity,2019,0,3.2498,0.041,,,8.5,0.02674386,,,5576.0,,0.87,23.2599
HD 40307 b,HD 40307,1,5,Radial Velocity,2009,0,4.3123,0.047524,,,4.0,0.01258534,,910.0,4867.44,0.716684,0.79,12.9363
HD 40307 c,HD 40307,1,5,Radial Velocity,2009,0,9.6184,0.0799,,,6.6,0.0208,,,4956.0,,0.77,12.9363
HD 40307 d,HD 40307,1,5,Radial Velocity,2009,0,20.4321,0.13407,,,9.5,0.02989019,,541.0,4867.44,0.716684,0.79,12.9363
HD 40307 f,HD 40307,1,5,Radial Velocity,2013,0,51.7768,0.2491,,,5.2,0.01636095,,398.0,4867.44,0.716684,0.79,12.9363
HD 40307 g,HD 40307,1,5,Radial Velocity,2013,1,196.343,0.6069,,,7.1,0.02233899,,255.0,4867.44,0.716684,0.79,12.9363
HD 40956 b,HD 40956,1,1,Radial Velocity,2017,0,578.6,1.4,,,858.141,2.7,,,4869.0,8.56,2.0,116.593
HD 40979 b,HD 40979,3,1,Radial Velocity,2002,0,264.14999,0.85,,,1484.2661,4.67,,,6165.0,1.21,1.45,34.0883
HD 41004 A b,HD 41004 A,2,2,Radial Velocity,2004,0,963.0,,,,807.25,2.54,,,,,,36.69117
HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,0,1.3283,,,,5838.29,18.37,,,,,0.4,41.5504
HD 4113 b,HD 4113,3,1,Radial Velocity,2007,0,526.62,1.28,,,495.79,1.56,,,5688.0,,0.99,41.8727
HD 42012 b,HD 42012,1,1,Radial Velocity,2017,0,857.5,1.67,,,508.528,1.6,,,5405.0,0.82,0.83,36.7984
HD 4203 b,HD 4203,1,2,Radial Velocity,2001,0,406.0,1.1,,,508.528,1.6,,,,,1.06,81.3795
HD 4203 c,HD 4203,1,2,Radial Velocity,2014,0,7400.0,7.8,,,851.78013076,2.68,,,5625.06,1.497489,1.137206,81.3795
HD 4208 b,HD 4208,1,1,Radial Velocity,2001,0,828.0,1.65,,,255.5,0.804,,,5600.0,,0.87,34.1937
HD 42618 b,HD 42618,1,1,Radial Velocity,2016,0,149.61,0.554,,,14.4,0.04530724,3.16,337.0,5727.0,0.999,1.015,24.3358
HD 42813 b,HD 42813,1,3,Transit,2023,0,13.630828,0.11,3.42633318,0.3056775,5.9,0.01856348,,703.39,5323.0,0.9839,0.9452,68.192
HD 4308 b,HD 4308,1,1,Radial Velocity,2005,0,15.56,0.115,,,14.0475,0.0442,,,5685.0,,0.83,22.0158
HD 4313 b,HD 4313,1,1,Radial Velocity,2009,0,356.21,1.157,,,612.45841,1.927,,,4943.0,5.14,1.63,136.308
HD 43197 b,HD 43197,1,2,Radial Velocity,2010,0,327.8,0.92,,,190.69,0.6,,,5508.0,1.0,0.96,62.4112
HD 43197 c,HD 43197,1,2,Radial Velocity,2022,0,9295.9735,8.54,,,2500.67390628,7.868,,,,,0.96,62.4112
HD 43691 b,HD 43691,3,1,Radial Velocity,2007,0,36.9987,0.238,,,810.4665,2.55,,,6093.0,1.6,1.32,85.6009
HD 44219 b,HD 44219,1,1,Radial Velocity,2010,0,472.0,1.26,,,184.34047606,0.58,,,,,1.2,52.9051
HD 45184 b,HD 45184,1,2,Radial Velocity,2019,0,5.8854,0.0644,,,12.19,0.0384,,,5869.0,,1.03,21.9532
HD 45184 c,HD 45184,1,2,Radial Velocity,2019,0,13.1407,0.1095,,,10.9332972,0.0344,,,5820.13,1.075139,1.014904,21.9532
HD 45350 b,HD 45350,1,1,Radial Velocity,2004,0,963.6,1.92,,,568.89,1.79,,,5566.0,1.26442,0.98,46.8733
HD 45364 b,HD 45364,1,2,Radial Velocity,2008,0,225.79,0.6793,,,60.16491745,0.1893,,,5466.0,0.89,0.82,34.354
HD 45364 c,HD 45364,1,2,Radial Velocity,2008,0,345.43,0.902,,,174.48779544,0.549,,,5466.0,0.89,0.82,34.354
HD 45652 b,HD 45652,1,1,Radial Velocity,2008,0,43.6,0.23,,,150.0,0.47,,,5312.0,,0.83,34.8541
HD 457 b,HD 457,1,1,Radial Velocity,2022,0,20324.58153,15.369,,,8445.3364308,26.572,,,,,1.15,55.0375
HD 46375 b,HD 46375,2,1,Radial Velocity,2000,0,3.023495,0.03998,,,72.01991703,0.2266,,,5264.38,0.914196,0.932831,29.5529
HD 47186 b,HD 47186,1,2,Radial Velocity,2008,0,4.0845,0.05,,,22.2481,0.07,,,5657.0,1.08,0.96,37.4574
HD 47186 c,HD 47186,1,2,Radial Velocity,2008,0,1353.6,2.395,,,111.42,0.35061,,,,,,37.4574
HD 4732 b,HD 4732,2,2,Radial Velocity,2012,0,360.2,1.19,,,753.23,2.37,,,4959.0,5.4,1.74,54.7841
HD 4732 c,HD 4732,2,2,Radial Velocity,2012,0,3184.2,4.725,,,1069.49258955,3.365,,,4898.0,5.03,1.39,54.7841
HD 47366 b,HD 47366,1,2,Radial Velocity,2016,0,360.08,1.207,,,661.71874337,2.082,,,4866.0,7.3,1.81,84.3552
HD 47366 c,HD 47366,1,2,Radial Velocity,2016,0,677.53,1.84,,,483.73483545,1.522,,,4866.0,7.3,1.81,84.3552
HD 47536 b,HD 47536,1,1,Radial Velocity,2002,0,434.9,1.12,,,1271.32,4.0,,,,,0.98,122.536
HD 4760 b,HD 4760,1,1,Radial Velocity,2021,0,434.0,1.14,,,4417.837,13.9,,,4076.0,42.4,1.05,537.873
HD 48265 b,HD 48265,1,1,Radial Velocity,2008,0,778.51,1.814,,,484.69075,1.525,,,5733.0,1.901,1.312,90.5446
HD 48948 b,HD 48948,1,3,Radial Velocity,2024,0,7.34013,0.0652,,,4.88,0.0153542,138.85,957.0,4593.0,0.679,0.686,16.9043
HD 48948 c,HD 48948,1,3,Radial Velocity,2024,0,38.06,0.1951,,,7.27,0.02287398,15.5,553.0,4593.0,0.679,0.686,16.9043
HD 48948 d,HD 48948,1,3,Radial Velocity,2024,0,151.92,0.4894,,,10.59,0.03331987,2.46,349.0,4593.0,0.679,0.686,16.9043
HD 4917 b,HD 4917,1,1,Radial Velocity,2018,0,400.5,1.167,,,513.29545,1.615,,,4802.0,5.01,1.32,204.277
HD 49674 b,HD 49674,1,1,Radial Velocity,2002,0,4.94724,0.058,,,36.51848396,0.1149,,,5628.43,1.043803,1.064018,43.0399
HD 50499 b,HD 50499,1,2,Radial Velocity,2005,0,2482.7,3.86,,,543.47,1.71,,,,,1.24,46.2845
HD 50499 c,HD 50499,1,2,Radial Velocity,2019,0,10400.0,10.1,,,1010.69433426,3.18,,,5978.1,1.432954,1.253184,46.2845
HD 50554 b,HD 50554,1,1,Radial Velocity,2002,0,1254.6,2.22,,,1200.0,3.7,,,5844.0,1.096,1.065,31.1664
HD 51608 b,HD 51608,1,2,Radial Velocity,2019,0,14.0726,0.1059,,,12.77,0.0402,,,5358.0,,0.8,35.0553
HD 51608 c,HD 51608,1,2,Radial Velocity,2019,0,95.9446,0.3809,,,14.31,0.045,,,5358.0,,0.8,35.0553
HD 52265 b,HD 52265,1,1,Radial Velocity,2000,0,118.96,0.49,,,359.0,1.13,,,,,1.13,29.9803
HD 5278 b,HD 5278,1,2,Transit,2021,0,14.339169,,,,,,,,6203.0,1.194,1.126,57.5846
HD 5278 c,HD 5278,1,2,Radial Velocity,2021,0,40.87,0.2416,,,18.4,0.05789287,,,6203.0,1.194,1.126,57.5846
HD 5319 b,HD 5319,1,2,Radial Velocity,2007,0,637.1,1.57,,,494.54348,1.556,,,4871.0,4.06,1.27,121.405
HD 5319 c,HD 5319,1,2,Radial Velocity,2014,0,877.0,1.94,,,324.1866,1.02,,,4871.0,4.06,1.27,121.405
HD 55696 b,HD 55696,1,1,Radial Velocity,2018,0,1827.0,3.18,,,1230.0021,3.87,,,6012.0,1.52,1.29,77.9693
HD 5583 b,HD 5583,1,1,Radial Velocity,2016,0,139.35,0.53,,,1837.0574,5.78,,,4830.0,9.09,1.01,219.216
HD 5608 b,HD 5608,2,1,Radial Velocity,2012,0,792.6,1.9,,,444.962,1.4,,,4854.0,5.5,1.55,58.1105
HD 564 b,HD 564,1,1,Radial Velocity,2014,0,492.3,1.2,,,104.88,0.33,,,5902.0,1.01,0.961,51.1659
HD 56414 b,HD 56414,1,1,Transit,2022,0,29.0497517,,2.84674,0.25396957,,,257.066,1115.0,8208.0,1.8,,272.217
HD 56957 b,HD 56957,1,1,Radial Velocity,2022,0,5859.08992,6.426,,,1880.90851263,5.918,,,,,1.03,61.4925
HD 5891 b,HD 5891,1,1,Radial Velocity,2011,0,177.11,0.64,,,2425.0429,7.63,,,4673.0,10.64,1.93,283.502
HD 59686 A b,HD 59686 A,2,1,Radial Velocity,2016,0,299.36,1.086,,,2199.3836,6.92,,,4658.0,13.2,1.9,89.2721
HD 60292 b,HD 60292,1,1,Radial Velocity,2020,0,495.4,1.5,,,2065.895,6.5,,,4348.0,27.0,1.7,315.211
HD 60532 b,HD 60532,1,2,Radial Velocity,2008,0,201.3,0.759,,,327.35,1.03,,,6095.0,,1.44,25.9716
HD 60532 c,HD 60532,1,2,Radial Velocity,2008,0,600.1,1.6,,,797.7533,2.51,,,6245.0,2.57,1.5,25.9716
HD 6061 b,HD 6061,2,1,Transit,2023,0,5.2549,0.06,2.42763557,0.21657951,10.0,0.03146352,,1075.31,5934.0,1.0072,1.0269,67.6203
HD 62364 b,HD 62364,1,2,Radial Velocity,2022,0,27399.80247,18.929,,,5542.92741808,17.44,,,,,1.19,53.112
HD 62364 c,HD 62364,1,2,Radial Velocity,2022,1,74839.94555,36.984,,,7923.46218651,24.93,,,,,1.19,53.112
HD 62509 b,HD 62509,1,1,Radial Velocity,2006,0,589.64,1.64,,,731.0,2.3,,,4892.63,,,
HD 62549 b,HD 62549,1,1,Radial Velocity,2022,0,14306.88519,11.842,,,2707.58019923,8.519,,,,,1.08,49.3305
HD 63433 b,HD 63433,1,3,Transit,2020,0,7.107789,,,,,,,,5640.0,0.912,0.99,22.4035
HD 63433 c,HD 63433,1,3,Transit,2020,0,20.543806,,,,,,,,5640.0,0.912,0.99,22.4035
HD 63433 d,HD 63433,1,3,Transit,2023,0,4.209075,0.0503,1.073,0.09572681,,,,1040.0,5688.0,0.912,0.99,22.4035
HD 63454 b,HD 63454,1,1,Radial Velocity,2005,0,2.817822,0.036,,,120.0,0.38,,,4841.0,,0.8,37.6894
HD 63765 b,HD 63765,1,1,Radial Velocity,2009,0,358.0,0.94,,,203.4,0.64,,,5432.0,,0.865,32.5376
HD 63935 b,HD 63935,1,2,Transit,2021,0,9.058807,0.083,2.91575244,0.26012646,10.5,0.03303669,,825.22,5513.0,0.9598,0.9406,48.9739
HD 63935 c,HD 63935,1,2,Radial Velocity,2021,0,21.4023,,2.9,0.25872112,11.1,0.03492451,36.7,684.0,5534.0,0.959,0.933,48.9739
HD 64114 b,HD 64114,1,1,Radial Velocity,2019,0,45.791,0.246,,,17.8,0.05600478,,,5676.0,,0.95,31.5262
HD 64121 b,HD 64121,1,1,Radial Velocity,2022,0,623.0,1.51,,,813.64072192,2.56,,,5078.0,5.44,1.64,129.966
HD 6434 b,HD 6434,1,1,Radial Velocity,2003,0,22.017,0.148,,,139.8452,0.44,,,5690.0,1.14,0.89,42.358
HD 65216 b,HD 65216,3,2,Radial Velocity,2003,0,613.1,1.37,,,384.5743,1.21,,,5666.0,,0.92,35.1205
HD 65216 c,HD 65216,3,2,Radial Velocity,2013,0,5370.0,5.75,,,645.1949,2.03,,,5612.0,,0.874,35.1205
HD 66141 b,HD 66141,1,1,Radial Velocity,2012,0,480.5,1.2,,,1906.9,6.0,,,4323.0,21.4,1.1,68.1509
HD 66428 b,HD 66428,1,2,Radial Velocity,2005,0,2280.4,,,,982.0947,3.09,,,,,1.061,53.2817
HD 66428 c,HD 66428,1,2,Radial Velocity,2021,0,39000.0,23.0,,,8581.366989,27.0,,,5647.6,1.169119,1.050575,53.2817
HD 67087 b,HD 67087,1,2,Radial Velocity,2015,0,352.2,1.08,,,973.0,3.06,,,6330.0,1.55,1.36,76.5217
HD 67087 c,HD 67087,1,2,Radial Velocity,2015,0,2374.0,3.86,,,1540.0,4.85,,,6330.0,1.55,1.36,76.5217
HD 6718 b,HD 6718,1,1,Radial Velocity,2009,0,2496.0,3.55,,,533.9544,1.68,,,5801.0,0.95,1.08,51.3444
HD 68402 b,HD 68402,1,1,Radial Velocity,2016,0,1150.0,2.239,,,2510.8444153,7.9,,,5950.0,,1.12,78.4293
HD 6860 b,HD 6860,1,1,Radial Velocity,2023,0,663.87,2.03,,,8981.83078182,28.26,,,3802.0,86.4,2.49,61.12469
HD 68988 b,HD 68988,1,2,Radial Velocity,2001,0,6.27711,0.07,,,626.1251,1.97,,,5932.0,1.19,1.28,60.8447
HD 68988 c,HD 68988,1,2,Radial Velocity,2021,0,16000.0,13.2,,,4767.426105,15.0,,,5883.41,1.255733,1.171665,60.8447
HD 69123 b,HD 69123,1,1,Radial Velocity,2022,0,1191.0,2.48,,,982.08977763,3.09,,,4842.0,,1.68,75.116
HD 69830 b,HD 69830,1,3,Radial Velocity,2006,0,8.667,0.0785,,,10.2,0.0321,,,5385.0,,0.86,12.5591
HD 69830 c,HD 69830,1,3,Radial Velocity,2006,0,31.56,0.186,,,11.8,0.0371,,,5385.0,,0.86,12.5591
HD 69830 d,HD 69830,1,3,Radial Velocity,2006,0,197.0,0.63,,,18.1,0.057,,,5385.0,,0.86,12.5591
HD 70573 b,HD 70573,1,1,Radial Velocity,2007,0,851.8,1.76,,,1900.0,6.1,,,5737.0,,1.0,59.182
HD 70642 b,HD 70642,1,1,Radial Velocity,2003,0,2068.0,3.23,,,626.0,1.97,,,5706.0,,1.05,29.276
HD 7199 b,HD 7199,1,1,Radial Velocity,2011,0,615.0,1.36,,,85.8141,0.27,,,5371.0,0.97,0.77,36.1531
HD 72490 b,HD 72490,1,1,Radial Velocity,2018,0,858.0,1.88,,,561.92344,1.768,,,4934.0,4.96,1.21,126.339
HD 72659 b,HD 72659,1,2,Radial Velocity,2002,0,3383.0,4.511,,,1001.12,3.15,,,5920.0,,1.068,51.8949
HD 72659 c,HD 72659,1,2,Radial Velocity,2022,0,18207.72098,13.959,,,5977.08102204,18.806,,,,,1.09,51.8949
HD 72892 b,HD 72892,1,1,Radial Velocity,2016,0,39.475,0.228,,,1732.1735,5.45,,,5688.0,1.22,1.02,69.7311
HD 73256 c,HD 73256,1,1,Radial Velocity,2023,0,2690.0,3.8,,,5085.254512,16.0,,,,,1.0,36.708
HD 73267 b,HD 73267,1,2,Radial Velocity,2008,0,1245.36,2.187,,,984.31951,3.097,,,5387.0,0.909,0.897,50.4093
HD 73267 c,HD 73267,1,2,Radial Velocity,2022,0,13900.0,11.0,,,1398.4449908,4.4,,,5317.0,,0.89,50.4093
HD 73344 b,HD 73344,1,3,Transit,2024,0,15.613426,,3.0,0.3,,,,,6460.0,1.438,,35.26
HD 73344 c,HD 73344,1,3,Radial Velocity,2025,0,65.94,0.3388,,,118.54999581,0.373,,,6148.0,1.22,1.19,35.26
HD 73344 d,HD 73344,1,3,Radial Velocity,2025,0,5823.0,6.7,,,810.46243785,2.55,,,6148.0,1.22,1.19,35.26
HD 73526 b,HD 73526,1,2,Radial Velocity,2002,1,188.9,0.65,,,715.09,2.25,,,,,1.014,97.2396
HD 73526 c,HD 73526,1,2,Radial Velocity,2005,0,379.1,1.03,,,715.09,2.25,,,,,1.014,97.2396
HD 73534 b,HD 73534,1,1,Radial Velocity,2008,0,1770.0,3.067,,,350.0,1.103,,,5041.0,2.39,1.228,83.3321
HD 73583 b,HD 73583,1,2,Transit,2022,0,6.3980642,,2.62025,0.23376345,,,33.7178,671.0,4695.0,0.63,,31.5666
HD 73583 c,HD 73583,1,2,Transit,2022,0,18.87974,0.1242,2.39,0.21322189,9.7,0.03051961,10.2,498.0,4511.0,0.65,0.73,31.5666
HD 74156 b,HD 74156,1,2,Radial Velocity,2003,0,51.643,0.294,,,591.14,1.86,,,6105.0,,1.27,57.603
HD 74156 c,HD 74156,1,2,Radial Velocity,2003,0,2448.6,3.726,,,2431.38731355,7.65,,,5951.71,1.510576,1.15133,57.603
HD 7449 b,HD 7449,2,1,Radial Velocity,2011,0,1255.5,2.38,,,161.45764,0.508,,,6024.0,,1.053,38.662
HD 74698 b,HD 74698,1,2,Radial Velocity,2023,0,15.017,0.121,,,23.0,0.07,123.0,,5783.0,1.333,1.039,52.0648
HD 74698 c,HD 74698,1,2,Radial Velocity,2023,0,3449.0,4.5,,,126.0,0.4,0.088,,5783.0,1.333,1.039,52.0648
HD 75289 b,HD 75289,2,1,Radial Velocity,1999,0,3.50927,0.05,,,155.7367,0.49,,,6117.0,1.23,1.29,29.1158
HD 75302 b,HD 75302,1,1,Radial Velocity,2023,0,4356.0,5.3,,,1716.2733978,5.4,,,,,1.06,30.3288
HD 75784 b,HD 75784,1,2,Radial Velocity,2014,0,341.7,1.073,,,365.49,1.15,,,4917.0,3.3,1.41,85.4321
HD 75784 c,HD 75784,1,2,Radial Velocity,2018,0,5040.0,6.46,,,1722.6386,5.42,,,4917.0,3.17,1.33,85.4321
HD 75898 b,HD 75898,1,2,Radial Velocity,2007,0,422.9,1.191,,,861.3193,2.71,,,5963.0,1.58,1.26,78.0505
HD 75898 c,HD 75898,1,2,Radial Velocity,2024,0,6717.0,7.39,,,2698.36317543,8.49,,,6122.0,,1.295,78.0505
HD 76700 b,HD 76700,1,1,Radial Velocity,2002,0,3.97097,0.05,,,66.7443,0.21,,,5644.0,1.37,0.99,60.8831
HD 76920 b,HD 76920,1,1,Radial Velocity,2017,0,415.891,1.091,,,994.80291391,3.13,,,4664.0,8.33,1.0,184.031
HD 77338 b,HD 77338,1,1,Radial Velocity,2012,0,5.7361,0.0614,,,15.9,0.05,,,5370.0,0.88,0.93,45.935
HD 77946 b,HD 77946,1,1,Transit,2024,0,6.527282,0.072,2.705,0.24132435,8.38,0.02636643,,,6046.0,1.31,1.17,99.451
HD 79181 b,HD 79181,1,1,Radial Velocity,2021,0,273.1,0.9,,,203.41018048,0.64,,,4862.0,11.06,1.28,103.335
HD 7924 b,HD 7924,1,3,Radial Velocity,2008,0,5.39792,0.06,,,6.3566,0.02,,,5131.0,0.78,0.65,16.9922
HD 7924 c,HD 7924,1,3,Radial Velocity,2015,0,15.299,0.1134,,,7.86,0.0247302,28.35,583.6,5075.0,0.7821,0.832,16.9922
HD 7924 d,HD 7924,1,3,Radial Velocity,2015,0,24.4459,0.1532,,,6.10230541,0.0192,,,5171.13,0.77984,0.802036,16.9922
HD 79498 b,HD 79498,2,1,Radial Velocity,2011,0,1807.0,2.98,,,425.8922,1.34,,,5748.0,1.05,1.08,48.9489
HD 80606 b,HD 80606,2,1,Radial Velocity,2001,0,111.4367,0.4564,11.242627,1.003,1307.55262,4.114,,405.0,5574.0,1.037,1.018,66.4711
HD 80653 b,HD 80653,1,2,Transit,2020,0,0.719597,,,,,,,,6080.0,1.224,,109.86
HD 80869 b,HD 80869,1,1,Radial Velocity,2021,0,1752.92067,2.905,,,1609.80088146,5.065,,,,,1.06,85.3951
HD 80883 b,HD 80883,1,1,Radial Velocity,2022,0,6383.78352,6.462,,,1748.0562385,5.5,,,,,0.88,34.6011
HD 80913 b,HD 80913,1,1,Radial Velocity,2022,0,10839.83341,9.95,,,7505.2000029,23.614,,,,,1.11,61.3603
HD 81040 b,HD 81040,1,1,Radial Velocity,2005,0,1005.98854,1.988,,,2151.06265858,6.768,,,,,1.03,34.4341
HD 81688 b,HD 81688,1,1,Radial Velocity,2007,0,184.02,0.81,,,858.1,2.7,,,4753.0,13.0,2.1,85.7183
HD 81817 b,HD 81817,1,2,Radial Velocity,2020,0,1021.20159,3.233,,,7668.5638041,24.128,,,,,4.3,269.126
HD 81817 c,HD 81817,1,2,Radial Velocity,2022,0,622.97802,2.325,,,7185.78245386,22.609,,,,,4.3,269.126
HD 82886 b,HD 82886,1,1,Radial Velocity,2011,0,705.0,1.65,,,413.2,1.3,,,5112.0,4.8,1.06,127.061
HD 82943 b,HD 82943,1,2,Radial Velocity,2003,0,442.4,1.151,,,476.725,1.5,,,6011.0,1.03,1.04,27.5902
HD 82943 c,HD 82943,1,2,Radial Velocity,2003,0,220.078,0.74345,,,622.603,1.959,,,5935.0,1.1826,1.08,27.5902
HD 8326 b,HD 8326,1,1,Radial Velocity,2019,0,158.991,0.533,,,66.6,0.20954598,,,4914.0,,0.8,30.6862
HD 83443 b,HD 83443,1,2,Radial Velocity,2002,0,2.98565,0.039,,,120.7754,0.38,,,5454.0,,0.9,40.8991
HD 83443 c,HD 83443,1,2,Radial Velocity,2022,0,8241.0,8.0,,,476.7426105,1.5,,,5442.0,0.94,1.0,40.8991
HD 8535 b,HD 8535,2,1,Radial Velocity,2010,0,1313.0,2.45,,,216.1244,0.68,,,6136.0,1.19,1.13,55.4401
HD 85390 b,HD 85390,1,1,Radial Velocity,2009,0,788.0,1.52,,,34.9613,0.11,,,5164.0,0.8,0.54,33.5225
HD 8574 b,HD 8574,1,1,Radial Velocity,2002,0,227.55,0.77,,,670.6213,2.11,,,6031.0,1.41292,1.12,44.8264
HD 86065 b,HD 86065,1,1,Radial Velocity,2022,0,25775.78859,15.947,,,2877.30056857,9.053,,,,,0.81,40.3661
HD 86081 b,HD 86081,2,1,Radial Velocity,2006,0,2.1375,0.035,,,476.745,1.5,,,,1.22,1.21,103.936
HD 86226 b,HD 86226,1,2,Radial Velocity,2009,0,1534.0,2.6,,,476.725,1.5,,,,,1.02,45.683
HD 86226 c,HD 86226,1,2,Transit,2020,0,3.9846589,,2.12827,0.18987186,,,647.901,1405.0,5903.0,1.03,,45.683
HD 86264 b,HD 86264,1,1,Radial Velocity,2009,0,1488.79123,2.763,,,3117.26101586,9.808,,,,,1.26,67.8107
HD 86728 b,HD 86728,1,1,Radial Velocity,2025,0,31.1515,0.1916,,,9.43,0.0296701,,,5610.0,1.237,0.967,14.9202
HD 8673 b,HD 8673,2,1,Radial Velocity,2009,0,1634.0,3.02,,,4513.0,14.2,,,6389.05,1.50225,1.28,37.8619
HD 86950 b,HD 86950,1,1,Radial Velocity,2016,0,1270.0,2.72,,,1144.188,3.6,,,4805.0,8.8,1.66,209.839
HD 87646 b,HD 87646,3,1,Radial Velocity,2016,0,13.481,0.117,,,3941.092,12.4,,,5770.0,1.55,1.12,73.58352
HD 87883 b,HD 87883,1,1,Radial Velocity,2009,0,3309.22118,4.055,,,1719.13385346,5.409,,,,,0.81,18.2912
HD 88072 b,HD 88072,1,1,Radial Velocity,2022,0,18538.79293,13.895,,,2511.79790052,7.903,,,,,1.04,35.9098
HD 88133 b,HD 88133,1,1,Radial Velocity,2004,0,3.414884,0.0479,,,90.422635,0.2845,,,5392.0,2.2,1.26,73.6123
HD 88986 b,HD 88986,1,1,Radial Velocity,2023,0,146.05,0.58,2.49,0.2221433,17.2,0.05411725,,460.0,5861.0,1.543,1.25,33.2673
HD 89307 b,HD 89307,1,1,Radial Velocity,2009,0,2900.0,3.9,,,829.5,2.61,,,5956.14,1.0924,1.09,32.0104
HD 89345 b,HD 89345,1,1,Transit,2018,0,11.81399,0.105,6.86,0.61200821,35.7,0.1123242,,1053.0,5499.0,1.657,1.12,132.345
HD 89744 b,HD 89744,2,1,Radial Velocity,1999,0,256.78,0.917,,,2653.8805,8.35,,,6291.0,,1.86,38.6364
HD 89839 b,HD 89839,1,1,Radial Velocity,2023,0,3448.0,4.9,,,1652.7077164,5.2,,,,,1.3,57.3063
HD 90156 b,HD 90156,1,1,Radial Velocity,2009,0,49.609,0.2509,,,11.7914339,0.0371,,,5629.62,0.920286,0.855954,21.9496
HD 9174 b,HD 9174,1,1,Radial Velocity,2016,0,1179.0,2.2,,,352.7913,1.11,,,5577.0,1.67,1.03,81.4893
HD 92788 b,HD 92788,1,2,Radial Velocity,2000,0,325.0,0.96,,,1137.8314,3.58,,,5821.0,,1.1,34.6538
HD 92788 c,HD 92788,1,2,Radial Velocity,2019,0,11611.2975,10.5,,,1166.4361,3.67,,,5744.0,1.14,1.15,34.6538
HD 93083 b,HD 93083,1,1,Radial Velocity,2005,0,143.58,0.477,,,117.59,0.37,,,4995.0,,0.7,28.5159
HD 93351 b,HD 93351,1,2,Radial Velocity,2022,0,2.45946,0.035,,,3.49611248,0.011,,,,,0.94,56.163
HD 93351 c,HD 93351,1,2,Radial Velocity,2022,0,14010.2941,11.154,,,4154.01727949,13.07,,,,,0.94,56.163
HD 93385 b,HD 93385,1,3,Radial Velocity,2021,0,7.3426,0.0756,,,4.2,0.01321468,,,5977.0,,1.04,43.3475
HD 93385 c,HD 93385,1,3,Radial Velocity,2021,0,13.18,0.112,,,7.1,0.0223391,,,5977.0,,1.04,43.3475
HD 93385 d,HD 93385,1,3,Radial Velocity,2021,0,45.85,0.2565,,,8.7,0.02737326,,,5977.0,,1.04,43.3475
HD 93963 A b,HD 93963 A,2,2,Transit,2022,0,1.0376109,0.02061,1.46954368,0.13110413,2.8,0.00880979,,1842.23,5908.0,1.0311,1.0844,82.3432
HD 93963 A c,HD 93963 A,2,2,Transit,2022,0,3.6451549,,2.99324,0.26703945,,,283.719,1143.0,5922.0,1.05,,82.3432
HD 9446 b,HD 9446,1,2,Radial Velocity,2009,0,30.052,0.189,,,222.472,0.7,,,5793.0,1.0,1.0,50.3503
HD 9446 c,HD 9446,1,2,Radial Velocity,2009,0,192.9,0.654,,,578.426,1.82,,,5793.0,1.0,1.0,50.3503
HD 94771 b,HD 94771,1,1,Radial Velocity,2023,0,2164.0,3.48,,,169.0,0.53,0.271,,5631.0,1.903,1.2,57.7807
HD 94834 b,HD 94834,1,1,Radial Velocity,2018,0,1576.0,2.74,,,400.4658,1.26,,,4798.0,4.2,1.11,98.1609
HD 95086 b,HD 95086,1,1,Imaging,2013,0,,55.7,,,1589.0,5.0,,1000.0,,,1.6,86.2279
HD 95089 b,HD 95089,1,2,Radial Velocity,2009,0,507.0,1.51,,,381.38,1.2,,,5002.0,4.9,1.58,136.957
HD 95089 c,HD 95089,1,2,Radial Velocity,2018,0,1785.0,3.33,,,1096.5135,3.45,,,4918.0,5.08,1.54,136.957
HD 95127 b,HD 95127,1,1,Radial Velocity,2015,0,482.0,1.28,,,1592.26,5.01,,,4218.0,20.0,1.2,676.579
HD 95338 b,HD 95338,1,1,Radial Velocity,2020,0,55.087,0.262,3.89,0.34704256,42.44,0.1335305,7.42,385.0,5212.0,0.87,0.83,36.9941
HD 95544 b,HD 95544,1,1,Radial Velocity,2021,0,2170.0,3.383,,,2459.99187018,7.74,,,5722.0,,1.09,87.8049
HD 95735 c,GJ 411,1,2,Radial Velocity,2021,0,2946.0,2.94,,,13.6,0.04279039,,,3719.0,0.3685,0.3899,5.675773
HD 95872 b,HD 95872,1,1,Radial Velocity,2015,0,4375.0,5.2,,,1462.018,4.6,,,5312.0,,0.95,72.2195
HD 96063 b,HD 96063,1,1,Radial Velocity,2011,0,362.5,1.11,,,403.6441,1.27,,,5020.0,4.75,1.37,140.065
HD 96127 b,HD 96127,1,1,Radial Velocity,2011,0,647.29999,1.42,,,6661.7168,20.96,,,3943.0,51.1,10.94,587.659
HD 96167 b,HD 96167,2,1,Radial Velocity,2009,0,498.04,1.332,,,227.88411,0.717,,,5733.0,1.94,1.27,85.3006
HD 96700 b,HD 96700,1,3,Radial Velocity,2021,0,8.1245,0.0777,,,8.9,0.02800253,,,5845.0,,0.89,25.4111
